doc_name,date,auteur,titre,fabula,gender,mort_auteur,canon
1868_Chevalier-H-Emile_Jacques-Cartier,1868,h emile chevalier,jacques cartier,False,male,1879,non-canon
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-III-Un-drame-dans-l-Inde,1868,du terrail pierre ponson,le dernier mot de rocambole,False,male,1871,non-canon
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-I-Les-Etrangleurs,1868,du terrail pierre ponson,le dernier mot de rocambole,False,male,1871,non-canon
1868_Turpin-de-Sansay-Louis-Adolphe_Le-Veilleur-des-morts,1868,de sansay louis adolphe turpin,le veilleur des morts,False,male,1891,non-canon
1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-II,1868,emile gaboriau,les esclaves de paris,False,male,1873,non-canon
1868_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-La-Fee-d-Auteuil,1868,du terrail pierre alexis de ponson,les heros de la vie privee la fee d auteuil,False,male,1871,non-canon
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-I-La-Nourisseuse-d-enfants,1868,du terrail pierre ponson,rocambole les miseres de londre,False,male,1871,non-canon
1868_Tholmey-A._Derniers-jours-d-un-regne,1868,a. tholmey,derniers jours d un regne,False,,1???,non-canon
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-IV-Les-Tresors-du-Rajah,1868,du terrail pierre ponson,le dernier mot de rocambole,False,male,1871,non-canon
1868_Zaccone-Pierre_Le-Courrier-de-Lyon,1868,pierre zaccone,le courrier de lyon,False,male,1895,non-canon
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-IV-Les-Tribulations-de-Shoking,1868,du terrail pierre ponson,rocambole les miseres de londre,False,male,1871,non-canon
1868_Dumanoir-Paul_Les-Oubliettes-de-la-tour-François-Ier,1868,paul dumanoir,les oubliettes de la tour françois ier,False,male,1???,non-canon
1868_Barbara-Charles_Mademoiselle-de-Sainte-Luce,1868,charles barbara,mademoiselle de sainte luce,False,male,1866,non-canon
1868_Daudet-Alphonse_Le-petit-Chose,1868,alphonse daudet,le petit chose,True,male,1897,canon
1868_Zola-Emile_Therese-Raquin,1868,emile zola,therese raquin,True,male,1902,canon
1868_Ponson-du-Terrail-Pierre-Alexis-de_Le-Grillon-du-moulin,1868,du terrail pierre alexis de ponson,le grillon du moulin,False,male,1871,non-canon
1868_Gouraud-Julie_L-Enfant-du-guide,1868,julie gouraud,l enfant du guide,False,female,1891,non-canon
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-II-Les-Millions-de-la-bohemienne,1868,du terrail pierre ponson,le dernier mot de rocambole,False,male,1871,non-canon
1869_Erckmann-Chatrian_Histoire-d-un-paysan_IV,1869,chatrian erckmann,histoire d un paysan,False,male,1899,non-canon
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-II,1869,du terrail pierre ponson,le forgeron de la cour dieu,False,male,1871,non-canon
1869_Flaubert-Gustave_L-Education-sentimentale,1869,gustave flaubert,l education sentimentale,True,male,1880,canon
1869_Carraud-Zulma-Tourangin-Mme_Les-Gouters-de-la-grand-mere,1869,zulma tourangin mme carraud,les gouters de la grand mere,False,female,1889,non-canon
1869_Pillon-Alexandre_Les-Contes-noirs,1869,alexandre pillon,les contes noirs,False,male,1876,non-canon
1869_Goncourt-Edmond-et-Jules-de_Madame-Gervaisais,1869,edmond et jules de goncourt,madame gervaisais,True,male,1896,canon
1869_Gautier-Judith_Le-Dragon-Imperial,1869,judith gautier,le dragon imperial,False,female,1917,non-canon
1869_Inconnu_Le-roman-d-un-seminariste-nouvelles-etudes-de-moeurs-contemporaines,1869,inconnu,le roman d un seminariste nouvelles etudes de moeurs contemporaines,False,,1???,non-canon
1869_Gaboriau-Emile_Monsieur-Lecoq_I,1869,emile gaboriau,monsieur lecoq,False,male,1873,non-canon
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-I,1869,du terrail pierre ponson,le forgeron de la cour dieu,False,male,1871,non-canon
1869_Biart-Lucien_Pile-et-face,1869,lucien biart,pile et face,False,male,1897,non-canon
1869_Ponson-du-Terrail-Pierre-Alexis-de_La-reine-des-barricades,1869,du terrail pierre alexis de ponson,la reine des barricades,False,male,1871,non-canon
1869_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-L-Orgue-de-Barbarie,1869,du terrail pierre alexis de ponson,les heros de la vie privee l orgue de barbarie,False,male,1871,non-canon
1869_L-Epine-Ernest_Voyage-autour-du-grand-monde,1869,epine ernest l,voyage autour du grand monde,False,male,1893,non-canon
1869_Sorr-Angelo-de_Fantome-de-la-rue-de-Venise,1869,angelo de sorr,fantome de la rue de venise,False,male,1881,non-canon
1869_Marcel-Etienne_Souvenirs-d-une-jeune-fille,1869,etienne marcel,souvenirs d une jeune fille,False,male,19??,non-canon
1869_Saint-Felix-Jules-de_L-Amie-de-la-reine,1869,felix jules de saint,l amie de la reine,False,male,1874,non-canon
1869_Murger-Henri_Scenes-de-la-vie-de-Boheme,1869,henri murger,scenes de la vie de boheme,False,male,1861,non-canon
1869_Hugo-Victor_L-homme-qui-rit,1869,victor hugo,l homme qui rit,True,male,1885,canon
1869_Gaboriau-Emile_Monsieur-Lecoq_II,1869,emile gaboriau,monsieur lecoq,False,male,1873,non-canon
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,1869,chatrian erckmann,histoire d un paysan,False,male,1899,non-canon
1869_Erckmann-Chatrian_Histoire-d-un-paysan_III,1869,chatrian erckmann,histoire d un paysan,False,male,1899,non-canon
1869_Lautreamont-comte-de_Les-chants-de-Maldoror,1869,comte de lautreamont,les chants de maldoror,True,male,1870,canon
1869_Blandy-Stella_Revanche-de-femme,1869,stella blandy,revanche de femme,False,female,1925,non-canon
1869_Stolz-Madame-de_La-Maison-roulante,1869,madame de stolz,la maison roulante,False,female,1898,non-canon
1869_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-Jeanne,1869,du terrail pierre alexis de ponson,les heros de la vie privee jeanne,False,male,1871,non-canon
1869_Feval-Paul_Maman-Leo-Les-habits-Noirs_Tome-V,1869,paul feval,maman leo les habits noirs,False,male,1887,non-canon
1869_Feval-Paul_L-arme-invisible-Les-Habits-Noirs_Tome-IV,1869,paul feval,l arme invisible les habits noirs,False,male,1887,non-canon
1869_Erckmann-Chatrian_Histoire-d-un-paysan_I,1869,chatrian erckmann,histoire d un paysan,False,male,1899,non-canon
1870_Ponson-du-Terrail-Pierre_Rocambole-La-Corde-du-pendu_Tome-II--L-Homme-gris,1870,du terrail pierre ponson,rocambole la corde du pendu,False,male,1871,non-canon
1870_Marmette-Joseph_Francois-De-Bienville--Scenes-de-la-Vie-Canadienne-au-XVII-siecle,1870,joseph marmette,francois de bienville  scenes de la vie canadienne au xvii siecle,False,male,1895,non-canon
1870_Gaboriau-Emile_La-vie-infernale_1-Pascale-et-Marguerite-2-Lia-d-Argeles,1870,emile gaboriau,la vie infernale,False,male,1873,non-canon
1870_Ponson-du-Terrail-Pierre_Rocambole-La-Corde-du-pendu_Tome-I--La-Corde-du-pendu,1870,du terrail pierre ponson,rocambole la corde du pendu,False,male,1871,non-canon
1870_Malot-Hector_Une-Bonne-affaire,1870,hector malot,une bonne affaire,False,male,1907,non-canon
1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-1,1870,arsene houssaye,les courtisanes du monde,False,male,1896,non-canon
1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-3,1870,arsene houssaye,les courtisanes du monde,False,male,1896,non-canon
1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-2,1870,arsene houssaye,les courtisanes du monde,False,male,1896,non-canon
1870_Daudet-Alphonse_Le-Nabab,1870,alphonse daudet,le nabab,True,male,1897,canon
1870_Zola-Emile_La-fortune-des-Rougon,1870,emile zola,la fortune des rougon,True,male,1902,canon
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers,1870,jules verne,vingt mille lieues sous les mers,True,male,1905,canon
1871_Porie-Isa_Le-Roman-d-un-seminariste,1871,isa porie,le roman d un seminariste,False,female,1???,non-canon
1871_Verne-Jules_Une-Ville-flottante,1871,jules verne,une ville flottante,True,male,1905,canon
1871_Achard-Amedee_Recits-d-un-soldat,1871,amedee achard,recits d un soldat,False,male,1875,non-canon
1871_Sand-George_Journal-d-un-voyageur-pendant-la-guerre,1871,george sand,journal d un voyageur pendant la guerre,True,female,1876,canon
1871_Daudet-Alphonse_Tartarin-de-Tarascon,1871,alphonse daudet,tartarin de tarascon,True,male,1897,canon
1871_Gaboriau-Emile_La-Degringolade_Tome-1,1871,emile gaboriau,la degringolade,False,male,1873,non-canon
1871_Erckmann-Chatrian_Les-deux-freres,1871,chatrian erckmann,les deux freres,False,male,1890,non-canon
1871_Gaboriau-Emile_La-clique-doree,1871,emile gaboriau,la clique doree,False,male,1873,non-canon
1872_Daudet-Alphonse_Le-Pere-Achille,1872,alphonse daudet,le pere achille,True,male,1897,canon
1872_Dumas-Alexandre_La-fille-du-marquis_II,1872,alexandre dumas,la fille du marquis,True,male,1870,canon
1872_Dumas-Alexandre_La-fille-du-marquis_I,1872,alexandre dumas,la fille du marquis,True,male,1870,canon
1872_Sand-George_Francia,1872,george sand,francia,True,female,1876,canon
1872_Lamothe-Alexandre-de_Le-Taureau-des-Vosges,1872,alexandre de lamothe,le taureau des vosges,False,male,1897,non-canon
1872_Feval-Paul_Les-Compagnons-du-tresor-Les-Habits-Noirs_Tome-VII,1872,paul feval,les compagnons du tresor les habits noirs,False,male,1887,non-canon
1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,1872,jules verne,le tour du monde en quatre vingts jours,True,male,1905,canon
1872_Dumas-Alexandre_Le-docteur-mysterieux_I,1872,alexandre dumas,le docteur mysterieux,True,male,1870,canon
1872_Witt-Henriette-de_Scenes-historiques,1872,henriette de witt,scenes historiques,False,female,1908,non-canon
1872_Zola-Emile_La-curee,1872,emile zola,la curee,True,male,1902,canon
1872_Poisle-Desgranges-Joseph_Roman-d-une-mouche,1872,desgranges joseph poisle,roman d une mouche,False,male,1879,non-canon
1872_Daudet-Alphonse_Le-Bon-Dieu-de-Chemille-qui-n-est-ni-pour-ni-contre,1872,alphonse daudet,le bon dieu de chemille qui n est ni pour ni contre,True,male,1897,canon
1872_Guise-Charles-de_Helika-Memoire-d-un-vieux-maitre-d-ecole,1872,charles de guise,helika memoire d un vieux maitre d ecole,False,male,1884,non-canon
1872_Gouraud-Julie_Le-Livre-de-maman,1872,julie gouraud,le livre de maman,False,female,1891,non-canon
1872_Dumas-Alexandre_Robin-Hood-le-prince-des-voleurs_I,1872,alexandre dumas,robin hood le prince des voleurs,True,male,1870,canon
1872_Feuillet-Octave_Julia-de-Trecoeur,1872,octave feuillet,julia de trecoeur,False,male,1890,non-canon
1872_Sand-George_Nanon,1872,george sand,nanon,True,female,1876,canon
1872_Gaboriau-Emile_La-Degringolade_Tome-2,1872,emile gaboriau,la degringolade,False,male,1873,non-canon
1872_Dumas-Alexandre_Le-docteur-mysterieux_II,1872,alexandre dumas,le docteur mysterieux,True,male,1870,canon
1872_Gaboriau-Emile_La-Degringolade_Tome-3,1872,emile gaboriau,la degringolade,False,male,1873,non-canon
1873_L-Epine-Ernest_La-vie-a-grand-orchestre--charivari-parisien,1873,epine ernest l,la vie a grand orchestre  charivari parisien,False,male,1893,non-canon
1873_Zola-Emile_Le-ventre-de-Paris,1873,emile zola,le ventre de paris,True,male,1902,canon
1873_Gaboriau-Emile_L-argent-des-autres_II,1873,emile gaboriau,l argent des autres,False,male,1873,non-canon
1873_Rousset-Alexis_Derailles-et-declasses-Paris-et-la-province_Tome-2,1873,alexis rousset,derailles et declasses paris et la province,False,male,1885,non-canon
1873_Rousset-Alexis_Derailles-et-declasses-Paris-et-la-province_Tome-1,1873,alexis rousset,derailles et declasses paris et la province,False,male,1885,non-canon
1873_Gouraud-Julie_Petite-et-grande,1873,julie gouraud,petite et grande,False,female,1891,non-canon
1873_Dumas-Alexandre_Robin-Hood-le-proscrit,1873,alexandre dumas,robin hood le proscrit,True,male,1870,canon
1873_Marmette-Joseph_Chevalier-de-Mornac,1873,joseph marmette,chevalier de mornac,False,male,1895,non-canon
1873_Malot-Hector_Clotilde-Martory,1873,hector malot,clotilde martory,False,male,1907,non-canon
1873_Scholl-Aurelien_La-Dame-des-palmiers,1873,aurelien scholl,la dame des palmiers,False,male,1902,non-canon
1873_Daudet-Alphonse_Salvette-et-Bernadou,1873,alphonse daudet,salvette et bernadou,True,male,1897,canon
1873_Viollet-le-Duc-Eugene-Emmanuel_Histoire-d-une-maison,1873,le duc eugene emmanuel viollet,histoire d une maison,False,male,1879,non-canon
1873_Gaboriau-Emile_La-corde-au-cou,1873,emile gaboriau,la corde au cou,False,male,1873,non-canon
1873_Daudet-Alphonse_Le-Cabecilla,1873,alphonse daudet,le cabecilla,True,male,1897,canon
1873_Sannois-Comtesse-de_Les-Soirees-a-la-maison,1873,comtesse de sannois,les soirees a la maison,False,female,1???,non-canon
1873_Pressense-Elise-de_Un-petit-monde-d-enfants,1873,elise de pressense,un petit monde d enfants,False,female,1901,non-canon
1873_Daudet-Alphonse_Wood-stown,1873,alphonse daudet,wood stown,True,male,1897,canon
1873_Daudet-Alphonse_Contes-du-lundi,1873,alphonse daudet,contes du lundi,True,male,1897,canon
1874_Colomb-Josephine_Comtes,1874,josephine colomb,comtes,False,female,1892,non-canon
1874_Fleuriot-Zenaide_Armelle-Trahec,1874,zenaide fleuriot,armelle trahec,False,female,1890,non-canon
1874_Stolz-Madame-de_Les-Poches-de-mon-oncle,1874,madame de stolz,les poches de mon oncle,False,female,1898,non-canon
1874_Huysmans-Joris-Karl_Le-drageoir-aux-epices,1874,joris karl huysmans,le drageoir aux epices,True,male,1907,canon
1874_Beaugrand-Honore_Anita-souvenirs-d-un-contre-guerillas,1874,honore beaugrand,anita souvenirs d un contre guerillas,False,male,1906,non-canon
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine,1874,alphonse daudet,fromont jeune et risler aine,True,male,1897,canon
1874_Fleuriot-Zenaide_En-conge,1874,zenaide fleuriot,en conge,False,female,1890,non-canon
1874_Achard-Amedee_Envers-et-contre-tous,1874,amedee achard,envers et contre tous,False,male,1875,non-canon
1874_Zola-Emile_La-conquete-de-Plassans,1874,emile zola,la conquete de plassans,True,male,1902,canon
1874_Witt-Henriette-de_Une-soeur,1874,henriette de witt,une soeur,False,female,1908,non-canon
1874_Erckmann-Chatrian_Les-annees-de-college-de-maitre-Nablot,1874,chatrian erckmann,les annees de college de maitre nablot,False,male,1890,non-canon
1874_Hugo-Victor_Quatrevingt-Treize,1874,victor hugo,quatrevingt treize,True,male,1885,canon
1874_Feval-Paul_Le-dernier-vivant,1874,paul feval,le dernier vivant,False,male,1887,non-canon
1874_Sand-Maurice_Mademoiselle-de-Cerignan,1874,maurice sand,mademoiselle de cerignan,False,male,1889,non-canon
1874_Feval-Paul_Le-dernier-vivant_2,1874,paul feval,le dernier vivant,False,male,1887,non-canon
1874_Feval-Paul_La-Bande-Cadet-Les-Habits-Noirs_Tome-VIII,1874,paul feval,la bande cadet les habits noirs,False,male,1887,non-canon
1874_Verne-Jules_Le-Chancellor,1874,jules verne,le chancellor,True,male,1905,canon
1874_Gobineau-Joseph_Les-Pleiades,1874,joseph gobineau,les pleiades,False,male,1882,non-canon
1874_Barbey-d-Aurevilly-Jules_Les-Diaboliques,1874,d aurevilly jules barbey,les diaboliques,True,male,1889,canon
1874_Flaubert-Gustave_La-tentation-de-saint-Antoine,1874,gustave flaubert,la tentation de saint antoine,True,male,1880,canon
1874_Malot-Hector_Le-Mariage-de-Juliette,1874,hector malot,le mariage de juliette,False,male,1907,non-canon
1875_Mirabeau-Marie-Le-Harivel-de-Gonneville_Ctesse-de-Mirabeau-Jane-et-Germaine-Voyages-d-un-capitaine,1875,marie le harivel de gonneville mirabeau,ctesse de mirabeau jane et germaine voyages d un capitaine,False,female,1916,non-canon
1875_Aimard-Gustave_Ourson-Tete-de-Fer,1875,gustave aimard,ourson tete de fer,False,male,1875,non-canon
1875_Verne-Jules_L-Ile-Mysterieuse,1875,jules verne,l ile mysterieuse,True,male,1905,canon
1875_Daudet-Alphonse_Jack,1875,alphonse daudet,jack,True,male,1897,canon
1875_Ulbach-Louis_Le-Secret-de-Mlle-Chagnier,1875,louis ulbach,le secret de mlle chagnier,False,male,1889,non-canon
1875_Zola-Emile_La-faute-de-l-abbe-Mouret,1875,emile zola,la faute de l abbe mouret,True,male,1902,canon
1875_Cherbuliez-Victor_Miss-Rovel,1875,victor cherbuliez,miss rovel,False,male,1899,non-canon
1875_Houssaye-Arsene_Les-Mille-et-une-nuits-parisiennes,1875,arsene houssaye,les mille et une nuits parisiennes,False,male,1896,non-canon
1875_Toudouze-Gustave_La-sirene-Souvenir-de-Capri,1875,gustave toudouze,la sirene souvenir de capri,False,male,1914,non-canon
1875_Legouve-Ernest_Nos-filles-et-nos-fils-scenes-et-etudes-de-famille,1875,ernest legouve,nos filles et nos fils scenes et etudes de famille,False,male,1903,non-canon
1875_Sand-George_Marianne,1875,george sand,marianne,True,female,1876,canon
1875_Belot-Adolphe_Les-Mysteres-mondains,1875,adolphe belot,les mysteres mondains,False,male,1890,non-canon
1875_Marmette-Joseph_La-fiancee-du-rebelle,1875,joseph marmette,la fiancee du rebelle,False,male,1875,non-canon
1875_L-Epine-Ernest_a-coups-de-fusil,1875,epine ernest l,a coups de fusil,False,male,1893,non-canon
1875_Theuriet-Andre_Le-mariage-de-Gerard,1875,andre theuriet,le mariage de gerard,False,male,1907,non-canon
1875_Thierry-Gilbert_L-Aventure-d-une-ame-en-peine,1875,gilbert thierry,l aventure d une ame en peine,False,male,1915,non-canon
1875_Noel-Eugene_Memoires-d-un-imbecile,1875,eugene noel,memoires d un imbecile,False,male,1899,non-canon
1875_Bellaud-E-de_Ces-pauvres-filles-,1875,e de bellaud,ces pauvres filles ,False,male,1???,non-canon
1875_Feval-Paul_La-Ville-Vampire,1875,paul feval,la ville vampire,False,male,1887,non-canon
1875_Stolz-Madame-de_Valentine,1875,madame de stolz,valentine,False,female,1898,non-canon
1876_Lermina-Jules_Les-loups-de-Paris_Tome-2-Les-assises-rouges,1876,jules lermina,les loups de paris,False,male,1915,non-canon
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,1876,gustave aimard,le chasseur de rats,False,male,1883,non-canon
1876_Richebourg-Emile_Recits-devant-l-atre,1876,emile richebourg,recits devant l atre,False,male,1898,non-canon
1876_Lermina-Jules_Les-Loups-de-Paris_Tome-I-Le-Club-des-morts,1876,jules lermina,les loups de paris,False,male,1915,non-canon
1876_Aimard-Gustave_Les-invisibles-de-Paris_Les-Compagnons-de-la-Lune,1876,gustave aimard,les invisibles de paris,False,male,1883,non-canon
1876_Aimard-Gustave_L-Olonnais,1876,gustave aimard,l olonnais,False,male,1883,non-canon
1876_Huysmans-Joris-Karl_Marthe-et-autres-nouvelles,1876,joris karl huysmans,marthe et autres nouvelles,True,male,1907,canon
1876_Allary-Camille_Au-pays-des-cigales,1876,camille allary,au pays des cigales,False,male,1889,non-canon
1876_Dash-comtesse-de_Le-beau-voleur,1876,comtesse de dash,le beau voleur,False,female,1872,non-canon
1876_Monnet-Francisque_Une-histoire-au-dessus-du-crocodile,1876,francisque monnet,une histoire au dessus du crocodile,False,male,1???,non-canon
1876_Gouraud-Julie_Les-Filles-du-professeur,1876,julie gouraud,les filles du professeur,False,female,1891,non-canon
1876_Delpit-Albert_Jean-nu-pieds-chronique-de-1832_volume-1,1876,albert delpit,jean nu pieds chronique de 1832,False,male,1893,non-canon
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-1),1876,fortune du boisgobey,les mysteres du nouveau paris,False,male,1891,non-canon
1876_Gayet-de-Cesena-Amedee_Les-Belles-pecheresses,1876,de cesena amedee gayet,les belles pecheresses,False,male,1889,non-canon
1876_Husson-Mme-de_La-Fille-du-rabbin,1876,mme de husson,la fille du rabbin,False,female,18??,non-canon
1876_Mettais-Hippolyte_Les-Amours-d-un-tribun,1876,hippolyte mettais,les amours d un tribun,False,male,18??,non-canon
1876_Montepin-Xavier-de_Le-Ventriloque-L-assassin-de-Mariette,1876,xavier de montepin,le ventriloque l assassin de mariette,False,male,1902,non-canon
1876_Delpit-Albert_Jean-nu-pieds-chronique-de-1832_volume-2,1876,albert delpit,jean nu pieds chronique de 1832,False,male,1893,non-canon
1876_Noble-Leon_Memoires-d-un-enfant-pauvre,1876,leon noble,memoires d un enfant pauvre,False,male,1???,non-canon
1876_d-Ennery-Adolphe_Les-deux-orphelines,1876,ennery adolphe d,les deux orphelines,False,male,1899,non-canon
1876_Musset-Paul-de_Histoires-de-trois-maniaques,1876,paul de musset,histoires de trois maniaques,False,male,1880,non-canon
1876_Theuriet-Andre_La-Fortune-d-Angele,1876,andre theuriet,la fortune d angele,False,male,1907,non-canon
1876_Glady-Alberic_Male-et-femelle,1876,alberic glady,male et femelle,False,male,19..,non-canon
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable,1876,fortune du boisgobey,l omnibus du diable,False,male,1891,non-canon
1876_Malot-Hector_L-auberge-du-monde,1876,hector malot,l auberge du monde,False,male,1907,non-canon
1876_Parseval-Deschenes-Gustave-Louis-Ferdinand_Journal-d-une-desoeuvree,1876,deschenes gustave louis ferdinand parseval,journal d une desoeuvree,False,male,18..,non-canon
1876_Marechal-Marie_Le-Parrain-d-Antoinette,1876,marie marechal,le parrain d antoinette,False,female,19..,non-canon
1876_Brehat-Alfred-de_L-hotel-du-dragon-Souvenirs-de-voyages,1876,alfred de brehat,l hotel du dragon souvenirs de voyages,False,male,1866,non-canon
1876_Buet-Charles_Philippe-Monsieur,1876,charles buet,philippe monsieur,False,male,1897,non-canon
1876_Sarcey-Francisque_Le-Piano-de-Jeanne,1876,francisque sarcey,le piano de jeanne,False,male,1899,non-canon
1876_Zola-Emile_Son-excellence-Eugene-Rougon,1876,emile zola,son excellence eugene rougon,True,male,1902,canon
1876_Geiger-Anna_Souvenirs-de-femme,1876,anna geiger,souvenirs de femme,False,female,1???,non-canon
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-1-L-oeil-gris,1876,gustave aimard,le chasseur de rats,False,male,1883,non-canon
1876_Peregrine-D._La-Fille-aux-serpents-souvenir-des-Antilles,1876,d. peregrine,la fille aux serpents souvenir des antilles,False,,1???,non-canon
1876_Gouraud-Julie_Les-Quatre-pièces-d'or,1876,julie gouraud,les quatre pièces d'or,False,female,1891,non-canon
1876_Montepin-Xavier-de_Le-Ventriloque-Le-mari-et-l-amant,1876,xavier de montepin,le ventriloque le mari et l amant,False,male,1902,non-canon
1876_Brehat-Alfred-de_Le-bal-de-l-Opera,1876,alfred de brehat,le bal de l opera,False,male,1866,non-canon
1876_Chazel-Prosper_Le-Chalet-des-sapins,1876,prosper chazel,le chalet des sapins,False,male,1886,non-canon
1876_Sarcey-Francisque_Etienne-Moret,1876,francisque sarcey,etienne moret,False,male,1899,non-canon
1876_Sand-George_Contes-d-une-grand-mere,1876,george sand,contes d une grand mere,True,female,1876,canon
1876_Adam-Juliette_Jean-et-Pascal,1876,juliette adam,jean et pascal,False,female,1936,non-canon
1876_Greville-Henry_Dosia,1876,henry greville,dosia,False,female,1902,non-canon
1876_Verne-Jules_Michel-Strogoff,1876,jules verne,michel strogoff,True,male,1905,canon
1876_Gallet-Louis_Le-Capitaine-Satan,1876,louis gallet,le capitaine satan,False,male,1898,non-canon
1876_Malot-Hector_Ida-et-Carmelita,1876,hector malot,ida et carmelita,False,male,1907,non-canon
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-2),1876,fortune du boisgobey,les mysteres du nouveau paris,False,male,1891,non-canon
1876_Richepin-Jean_Les-Morts-bizarres,1876,jean richepin,les morts bizarres,False,male,1926,non-canon
1876_Bastide-Jenny_Le-Marquis-Roger,1876,jenny bastide,le marquis roger,False,female,1854,non-canon
1876_Sand-George_Horace,1876,george sand,horace,True,female,1876,canon
1876_Richardet-Gustave_Le-Mariage-de-Bouillardin,1876,gustave richardet,le mariage de bouillardin,False,male,19??,non-canon
1876_Escoffier-Henri_Les-femmes-fatales,1876,henri escoffier,les femmes fatales,False,male,1891,non-canon
1876_Erckmann-Chatrian_Un-chef-de-chantier-a-l-isthme-de-Suez,1876,chatrian erckmann,un chef de chantier a l isthme de suez,False,male,1899,non-canon
1876_Lacretelle-Henri-de_Les-Filles-de-Boheme,1876,henri de lacretelle,les filles de boheme,False,male,1899,non-canon
1876_Belot-Adolphe_Le-secret-terrible--memoires-d-un-caissier,1876,adolphe belot,le secret terrible  memoires d un caissier,False,male,1890,non-canon
1876_Erckmann-Chatrian_Maitre-Gaspard-Fix-suivi-de-L-education-d-un-feodal,1876,chatrian erckmann,maitre gaspard fix suivi de l education d un feodal,False,male,1899,non-canon
1876_Berthet-Elie_Le-Monde-inconnu,1876,elie berthet,le monde inconnu,False,male,1891,non-canon
1876_Greville-Henry_L-expiation-de-Saveli,1876,henry greville,l expiation de saveli,False,female,1902,non-canon
1876_Montepin-Xavier-de_Le-Ventriloque-La-femme-du-Prussien,1876,xavier de montepin,le ventriloque la femme du prussien,False,male,1902,non-canon
1876_Feuillet-Octave_Histoire-de-Sibylle,1876,octave feuillet,histoire de sibylle,False,male,1890,non-canon
1876_Greville-Henry_La-princesse-Ogherof,1876,henry greville,la princesse ogherof,False,female,1902,non-canon
1877_Greville-Henry_Les-Koumiassine,1877,henry greville,les koumiassine,False,female,1902,non-canon
1877_Berthet-Elie_L-Incendiaire,1877,elie berthet,l incendiaire,False,male,1891,non-canon
1877_Buet-Charles_La-Mitre-et-l-epee-chronique-genevoise,1877,charles buet,la mitre et l epee chronique genevoise,False,male,1897,non-canon
1877_Malot-Hector_Comte-du-Pape,1877,hector malot,comte du pape,False,male,1907,non-canon
1877_Sand-George_Mademoiselle-de-la-Quintinie,1877,george sand,mademoiselle de la quintinie,True,female,1876,canon
1877_Gueroult-Constant_Le-Retour-de-Rocambole,1877,constant gueroult,le retour de rocambole,False,male,1882,non-canon
1877_Greville-Henry_Sonia,1877,henry greville,sonia,False,female,1902,non-canon
1877_Verne-Jules_Hector-Servadac-Voyages-et-aventures-a-travers-le-monde-solaire,1877,jules verne,hector servadac voyages et aventures a travers le monde solaire,True,male,1905,canon
1877_Feval-Paul_Le-dernier-chevalier,1877,paul feval,le dernier chevalier,False,male,1887,non-canon
1877_Feuillet-Octave_Les-amours-de-Philippe,1877,octave feuillet,les amours de philippe,False,male,1890,non-canon
1877_Zola-Emile_L-assommoir,1877,emile zola,l assommoir,True,male,1902,canon
1877_Le-Vavasseur-Gustave_Dans-les-herbages-Les-Echos-suisses-Le-Cure-de-Saint-Gererold-Les-Amours-de-Jacqueline,1877,vavasseur gustave le,dans les herbages les echos suisses le cure de saint gererold les amours de jacqueline,False,male,1896,non-canon
1877_Saint-Vidal-Mathilde-de_Amour-et-devoir,1877,vidal mathilde de saint,amour et devoir,False,female,1911,non-canon
1877_Chevalier-H-Emile_Le-chasseur-noir,1877,h emile chevalier,le chasseur noir,False,male,1879,non-canon
1877_Parfait-Paul_L-Agent-secret,1877,paul parfait,l agent secret,False,male,1881,non-canon
1877_Fleuriot-Zenaide_Un-enfant-gate,1877,zenaide fleuriot,un enfant gate,False,female,1890,non-canon
